id,me,tema,enunciado,alternativa_a,alternativa_b,alternativa_c,alternativa_d,correta,explicacao,justificativa_a,justificativa_b,justificativa_c,justificativa_d
sim-me2simulado3trimestreprovaa30qpontos2832html-29,ME2,,"Obstetrícia | Conceitual

Em relação à anestesia geral para cesariana de emergência, qual sequência de indução é preconizada e por quê?",Indução inalatória lenta com sevoflurano; menor risco de hipotensão,Indução de sequência rápida (propofol ou cetamina + succinilcolina ou rocurônio alta dose + pressão cricoide); risco de aspiração e hipóxia rápida pela CRF reduzida,Sedação consciente com midazolam + fentanil; mantém reflexos protetores,Anestesia total intravenosa com propofol e remifentanil em TCI; menor transferência placentária || E) Bloqueio de nervo infraorbitário bilateral; evita riscos da intubação,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-3,ME2,,"Hemostasia | Caso Clínico

Paciente do sexo feminino, 42 anos, com fibrilação atrial crônica em uso de rivaroxabana 20 mg/dia, necessita de cirurgia de emergência por abdome agudo. A última dose foi há 6 horas. O anestesiologista preocupa-se com o risco hemorrágico. Qual agente de reversão específico está disponível para este anticoagulante?",Vitamina K IV,Idarucizumabe,Andexanet alfa,Protamina || E) Plasma fresco congelado,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-30,ME2,,"Integração | Caso Clínico

Paciente com fratura exposta de tíbia recebe heparina profilática 5.000 UI SC. 18 horas depois, necessita de desbridamento cirúrgico urgente. O anestesiologista planeja bloqueio do nervo ciático-femoral. Em relação à segurança do bloqueio de nervo periférico profundo neste contexto, qual é a conduta correta segundo diretrizes ASRA?",Bloqueio de nervo periférico é contraindicado com qualquer nível de anticoagulação,Heparina não fracionada SC profilática (< 10.000 UI/dia) não é contraindicação para bloqueios de nervo periférico superficiais e profundos,Aguardar 24 horas após última dose de heparina SC para qualquer bloqueio,Heparina SC profilática exige TCA < 180 s antes do bloqueio || E) Protamina deve ser administrada antes de qualquer bloqueio de nervo periférico,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-31,ME2,,"Hemostasia | Caso Clínico

Paciente de 67 anos com fibrilação atrial em uso de dabigatrana 150 mg 12/12h, última dose há 10 horas, sofre trauma cranioencefálico grave com hematoma extradural. Neurocirurgião indica drenagem cirúrgica de emergência. Qual é o agente de reversão específico e a dose?",Andexanet alfa 400 mg IV bolus,"Idarucizumabe 5 g IV (2 frascos de 2,5 g)",CCP 4 fatores 50 UI/kg,Protamina 1 mg/100 UI || E) Plasma fresco congelado 15 mL/kg,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-4,ME2,,"ROTEM | Conceitual

Durante cirurgia de fígado de grande porte, a tromboelastometria rotacional (ROTEM) é realizada. O resultado mostra: EXTEM com CT prolongado (> 80 s), CFT prolongado e MCF reduzido. O FIBTEM apresenta MCF reduzido (< 8 mm). O INTEM é normal. Qual é o componente deficiente que melhor explica este padrão?",Plaquetas,Fibrinogênio,Fator VIII,Fator XIII || E) Via extrínseca de coagulação,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-5,ME2,,"CIVD | Caso Clínico

Paciente de 29 anos, primigesta, no pós-parto imediato após descolamento prematuro de placenta, evolui com sangramento difuso em lençol nos sítios de punção, mucosas e campo cirúrgico. Exames: plaquetas 42.000/mm³, TP prolongado, TTPA prolongado, fibrinogênio 68 mg/dL, D-dímero muito elevado. Qual é o diagnóstico e a conduta prioritária?",Hemofilia A adquirida; administrar fator VIII recombinante,CIVD; tratar a causa base e repor hemoderivados guiados por exames,Plaquetopenia gestacional; transfundir plaquetas isoladamente,Deficiência de vitamina K; administrar vitamina K IV || E) Púrpura trombocitopênica imune; plasmaférese de urgência,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-6,ME2,,"Anticoagulação | Conceitual

Paciente em uso de warfarina (INR = 4,8) necessita de cirurgia de urgência por trauma abdominal. Não há tempo para aguardar efeito da vitamina K. Qual é a estratégia mais rápida e eficaz para reverter a anticoagulação?",Vitamina K 10 mg IV em infusão lenta,Plasma fresco congelado 15 mL/kg,Concentrado de complexo protrombínico (CCP) 4 fatores,Crioprecipitado 10 unidades || E) Protamina 50 mg IV,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-7,ME2,,"Heparina | Caso Clínico

Durante CEC para troca valvar mitral, o perfusionista informa que o TCA apresenta queda progressiva abaixo de 400 s apesar da heparinização adequada inicial. O cirurgião solicita dose adicional de heparina, mas o TCA não responde. Qual é o diagnóstico mais provável e a conduta correta?",Superdosagem de protamina prévia; administrar heparina adicional,Resistência à heparina por deficiência de antitrombina III; repor AT III ou PFC,Trombocitopenia induzida por heparina tipo II; trocar por bivalirudina,Coagulopatia dilucional; transfundir plasma fresco || E) Hipotermia reduzindo efeito da heparina; aquecer o paciente,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-8,ME2,,"TFG | Conceitual

Paciente de 70 anos com creatinina sérica de 1,4 mg/dL, peso 65 kg. Pela fórmula de Cockcroft-Gault, a TFG estimada é de 42 mL/min. Qual estágio de DRC (KDIGO) e quais precauções anestésicas são mais relevantes?",Estágio 1; sem restrições anestésicas,Estágio 2; apenas monitorar diurese,"Estágio 3b; ajuste de drogas, evitar NSAIDs e nefrotóxicos, hidratação cuidadosa",Estágio 4; diálise pré-operatória obrigatória || E) Estágio 5; contraindicação absoluta à anestesia geral,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovaa30qpontos2832html-9,ME2,,"IRA-KDIGO | Caso Clínico

Paciente de 65 anos, submetido a cirurgia de aorta abdominal aberta. No 2º dia de pós-operatório, apresenta creatinina de 2,8 mg/dL (basal 1,0 mg/dL) e diurese de 0,3 mL/kg/h nas últimas 8 horas. De acordo com os critérios KDIGO, qual é o estágio da IRA?",Estágio 1 — critério de diurese apenas,Estágio 2 — critério de creatinina apenas,Estágio 2 pelo critério de creatinina (aumento > 2x basal) e estágio 2 por diurese,Estágio 3 pelo critério de creatinina (> 3x basal) || E) Estágio 1 por ambos critérios,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-10,ME2,,"Urologia | Caso Clínico

Paciente de 55 anos com massa renal direita submetido a nefrectomia radical laparoscópica. Durante o pneumoperitônio em posição de Trendelenburg reverso e decúbito lateral, o anestesiologista observa PA de pico de 38 cmH2O, Vt 350 mL, capnografia ETCO2 52 mmHg. Qual é a causa mais provável e a conduta?",Pneumotórax hipertensivo; descompressão imediata,Absorção de CO2 pelo pneumoperitônio + posição desfavorável; aumentar frequência respiratória para normalizar ETCO2,Intubação seletiva; redirecionar sonda orotraqueal,Broncoespasmo; salbutamol inalatório || E) Tamponamento cardíaco; pericardiocentese,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-11,ME2,,"IRA | Caso Clínico

Paciente de 74 anos em pós-operatório de cirurgia cardíaca com CEC. No 1º dia PO: creatinina 2,1 mg/dL (basal 0,9 mg/dL), diurese 0,4 mL/kg/h, sódio urinário 8 mEq/L, osmolaridade urinária 580 mOsm/kg. O índice de falência renal (IFR = Na urinário / creatinina urinária × creatinina sérica) é < 1. Qual é o diagnóstico mais provável?",IRA intrínseca por NTA isquêmica,IRA pré-renal; hipovolemia funcional pós-CEC,IRA obstrutiva por coágulo em pelve renal,NTA por contraste iodado intraoperatório || E) Glomerulonefrite aguda pós-infecciosa,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-12,ME2,,"Urologia | Caso Clínico

Paciente de 48 anos com cálculo ureteral impactado submetido a ureterorrenoscopia flexível. Para analgesia pós-operatória, o urologista pede dipirona + ketorolaco IV. O anestesiologista sabe que o paciente tem TFG de 38 mL/min (DRC 3b). Qual é a consideração correta sobre o uso de AINEs neste contexto?",Ketorolaco é nefroprotegedor em doses baixas em pacientes com DRC,"AINEs são contraindicados relativos em DRC por inibição das prostaglandinas vasodilatadoras, causando vasoconstrição aferente e piora da função renal",Ketorolaco pode ser utilizado em dose plena por 5 dias em DRC 3b,AINEs não afetam a função renal em pacientes sem diabetes || E) Ibuprofeno oral é mais seguro que ketorolaco IV em nefropatas,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-13,ME2,,"IRC | Conceitual

Em relação ao manejo farmacológico em pacientes com insuficiência renal grave (DRC 4-5), qual afirmativa está CORRETA?",Morfina é segura pois não tem metabólitos ativos,Neostigmina deve ser evitada pois tem eliminação predominantemente renal,Midazolam acumula significativamente pois é eliminado por via renal,A morfina-6-glucuronídeo (M6G) acumula em IRC e pode causar depressão respiratória prolongada; preferir hidromorfona ou fentanil || E) Succinilcolina é absolutamente contraindicada em qualquer grau de IRC,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-14,ME2,,"Obstetrícia | Caso Clínico

Gestante de 38 semanas com placenta prévia totalmente oclusiva e suspeita de acretismo placentário (placenta acreta/increta/percreta) à ressonância magnética. O planejamento anestésico-cirúrgico é discutido em equipe multidisciplinar. Qual é a abordagem anestésica mais recomendada para este caso?",Raquianestesia isolada com dose alta de bupivacaína para maior duração,Peridural contínua com possibilidade de conversão para geral se sangramento maciço,"Anestesia geral com ISR planejada desde o início, com banco de sangue disponível, célula-tronco intraoperatória (cell salvage) e equipe de radiologia intervencionista de prontidão","Anestesia local com sedação por ser procedimento laparoscópico || E) Peridural com bupivacaína 0,5% sem opioide para evitar depressão neonatal",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-15,ME2,,"Pré-eclâmpsia | Caso Clínico

Gestante de 32 semanas com pré-eclâmpsia grave, laringoespasmo pós-extubação após cesariana emergencial. A anestesiologista tenta reintubação e encontra edema glótico grave (Cormack-Lehane IV). Qual é a via de resgate para esta via aérea difícil inesperada em gestante?",Máscara laríngea classic e ventilação até resolução do edema,Cricotireoidotomia de emergência como último recurso após falha de dispositivos supraglóticos de segunda geração (LMA Proseal/Supreme),Sedação com propofol e aguardar resolução do laringoespasmo,Succinilcolina IV pode ser administrada para relaxar o laringoespasmo mesmo após já ter sido usada na indução || E) Reiniciar máscara facial e aguardar recuperação da consciência,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-16,ME2,,"Obstetrícia | Conceitual

Em relação à analgesia de parto com peridural contínua, qual complicação está corretamente pareada com sua causa e tratamento?",Hipotensão — vasodilatação por bloqueio simpático — efedrina ou fenilefrina IV,Febre intraparto — infecção por punção — antibióticos de amplo espectro,Prurido — reação alérgica ao anestésico local — anti-histamínico IV,"Cefaleia pós-punção dural (CPPD) — lesão dural — repouso em decúbito dorsal por 48h como único tratamento || E) Bloqueio motor intenso — dose excessiva de bupivacaína 0,5% — reverter com lipídio 20%",A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-17,ME2,,"Hemorragia obstétrica | Caso Clínico

Puérpera de 35 anos, 4 horas após parto vaginal normal, retorna ao centro obstétrico com sangramento vaginal de 900 mL. O exame mostra laceração de trajeto grau III (esfincter externo do ânus). Hemoglobina 8,5 g/dL, PA 100/65 mmHg, FC 108 bpm. A paciente necessita de sutura cirúrgica. Qual é a melhor técnica anestésica?",Anestesia geral com IOT — maior segurança em paciente instável,Bloqueio do nervo pudendo bilateral — suficiente para lacerações de trajeto grau I-II apenas,"Raquianestesia com bupivacaína hiperbárica 7,5 mg — rápida, eficaz, sem risco de aspiração em paciente em jejum",Sedação com ketamina IV sem intubação || E) Anestesia local com lidocaína infiltrada sem nenhum outro suporte,A,Alternativa E preservada junto da D para compatibilidade.,,,,
sim-me2simulado3trimestreprovab30qpontos2832html-18,ME2,,"Obstetrícia | Caso Clínico

Gestante de 28 semanas, 90 kg, com diabetes gestacional e síndrome do túnel do carpo bilateral, necessita de anestesia para cerclagem cervical de urgência. Qual é a técnica anestésica mais apropriada considerando o risco-benefício gestacional?",Anestesia geral com halogenado — tocólise como efeito colateral benéfico,"Raquianestesia baixa (sela) com bupivacaína hiperbárica 5–7,5 mg — mínima repercussão hemodinâmica, menor risco fetal","Peridural com ropivacaína 0,75% em dose única — maior segurança neonatal",Anestesia geral com propofol e fentanil sem intubação — menor risco de contração uterina || E) Anestesia local com lidocaína 2% cervical — suficiente para cerclagem,A,Alternativa E preservada junto da D para compatibilidade.,,,,
